pair,doc_mix,best_endpoint_ndcg,best_mixed_ndcg,delta_ndcg,lambda_star_mid,delta_ndcg_ci90_low,delta_ndcg_ci90_high,delta_ndcg_ci95_low,delta_ndcg_ci95_high,lang_a,lang_b,script_match,family_dist,typology_dist,resource_pattern,lang2vec_knn,gram_bank,script,glot_tree,doc_type,doc_regime
FR-PT,PT docs,28.7125,29.5308,0.8183000000000007,50.0,0.38547337390152825,1.4659457103009141,0.2954695854560291,1.5708527974889372,fr,pt,match,0,0,H-L,0.1608390898412857,0.408248290463863,0.0,0.3933823529411764,mono,L2 docs
FR-RU,FR + RU docs,29.9416,30.7522,0.8105999999999973,30.0,0.33851573551393344,1.3357541346399917,0.25287266824424465,1.4497006348492956,fr,ru,mismatch,1,0,H-L,0.2425364189229601,0.5173748811807234,1.0,0.7745098039215687,bi,L1+L2 docs
FR-RU,FR docs,30.0767,30.5118,0.43510000000000204,30.0,0.1288307559488116,0.9519891521032029,0.07393514938267476,1.0624141520214452,fr,ru,mismatch,1,0,H-L,0.2425364189229601,0.5173748811807234,1.0,0.7745098039215687,mono,L1 docs
FR-RU,RU docs,27.1639,27.8545,0.6905999999999999,70.0,0.3481062167732297,1.2580924152775783,0.28688064639029864,1.3762330733382708,fr,ru,mismatch,1,0,H-L,0.2425364189229601,0.5173748811807234,1.0,0.7745098039215687,mono,L2 docs
FR-VI,FR + VI docs,30.2319,30.7184,0.4864999999999995,30.0,0.1057646699150796,1.0478850441517098,0.04993537772554158,1.1595702628009221,fr,vi,match,1,1,H-L,0.3472106012137551,0.5222329678670935,0.0,1.0,bi,L1+L2 docs
FR-VI,FR docs,30.0767,30.3486,0.27190000000000225,10.0,0.04067574766098314,0.7882601514960508,-0.006672772156596183,0.8943757662785801,fr,vi,match,1,1,H-L,0.3472106012137551,0.5222329678670935,0.0,1.0,mono,L1 docs
FR-VI,VI docs,26.1947,27.7805,1.585799999999999,70.0,1.027907587311541,2.1980203279612622,0.9159752608563412,2.3154341461718446,fr,vi,match,1,1,H-L,0.3472106012137551,0.5222329678670935,0.0,1.0,mono,L2 docs
FR-ZH,FR + ZH docs,30.0637,30.3072,0.24350000000000094,10.0,-0.013414856646717136,0.6521619418907337,-0.07159657011211226,0.7451902961672396,fr,zh,mismatch,1,1,H-H,0.3472106012137551,0.6154574548966637,0.6666666666666667,1.0,bi,L1+L2 docs
FR-ZH,FR docs,30.0767,30.319,0.24230000000000018,10.0,0.028355969276489295,0.6639210457251528,-0.021681664043580885,0.7598316746553611,fr,zh,mismatch,1,1,H-H,0.3472106012137551,0.6154574548966637,0.6666666666666667,1.0,mono,L1 docs
FR-ZH,ZH docs,26.1669,27.1696,1.0027000000000008,70.0,0.5171684701996421,1.5888740821997325,0.42121039252664066,1.7140138355339145,fr,zh,mismatch,1,1,H-H,0.3472106012137551,0.6154574548966637,0.6666666666666667,1.0,mono,L2 docs
HI-ID,HI + ID docs,28.5121,29.6792,1.1671000000000014,70.0,0.6042175612847945,1.7439612816275072,0.5030014023363283,1.8551432350458004,hi,id,mismatch,1,1,L-L,0.3624232869366617,0.3892494720807615,0.5,1.0,bi,L1+L2 docs
HI-ID,HI docs,26.7959,27.6586,0.8627000000000002,30.0,0.3759632499806669,1.4277431188957126,0.288706180546311,1.5361205184074838,hi,id,mismatch,1,1,L-L,0.3624232869366617,0.3892494720807615,0.5,1.0,mono,L1 docs
