pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
JA-PT,PT docs,embed,50.0,28.6414,35.5677,0.9233,27.1217,30.161,26.8303,30.4525,23.5572,46.3219,bge-m3,mmarco-8841823-portuguese-ja-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-035207-agg.csv
JA-PT,PT docs,embed,70.0,29.3429,35.968,0.9337,27.8062,30.8796,27.5114,31.1744,24.1425,47.1024,bge-m3,mmarco-8841823-portuguese-ja-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-035224-agg.csv
JA-PT,PT docs,embed,90.0,29.0936,35.9429,0.933,27.558,30.6293,27.2634,30.9238,23.9254,46.7318,bge-m3,mmarco-8841823-portuguese-ja-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-035237-agg.csv
JA-PT,PT docs,embed,100.0,28.7125,36.0092,0.9348,27.174,30.251,26.8789,30.546,23.7621,45.8895,bge-m3,mmarco-8841823-portuguese-ja-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-035255-agg.csv
JA-RU,JA + RU docs,embed,0.0,27.4201,35.5575,0.923,25.9009,28.9393,25.6095,29.2307,22.7272,43.5984,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-161532-agg.csv
JA-RU,JA + RU docs,embed,10.0,27.9233,35.8476,0.9306,26.3917,29.4549,26.0979,29.7486,23.2089,44.1038,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-161544-agg.csv
JA-RU,JA + RU docs,embed,30.0,28.0419,36.0432,0.9356,26.5019,29.5818,26.2066,29.8772,23.4102,43.8567,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-161555-agg.csv
JA-RU,JA + RU docs,embed,50.0,28.7076,36.1845,0.9393,27.1616,30.2536,26.8651,30.5501,23.8399,45.3448,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-161607-agg.csv
JA-RU,JA + RU docs,embed,70.0,28.4449,36.0839,0.9367,26.9032,29.9866,26.6075,30.2823,23.6183,44.772,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-161618-agg.csv
JA-RU,JA + RU docs,embed,90.0,27.7293,35.8655,0.931,26.197,29.2617,25.9031,29.5556,22.8945,44.0195,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-161630-agg.csv
JA-RU,JA + RU docs,embed,100.0,27.3407,35.6744,0.9261,25.8165,28.8649,25.5242,29.1572,22.4924,43.7275,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-161641-agg.csv
JA-RU,JA docs,embed,0.0,27.2089,35.6889,0.9264,25.6841,28.7337,25.3916,29.0262,22.658,42.8908,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-040014-agg.csv
JA-RU,JA docs,embed,10.0,27.5805,36.0294,0.9353,26.0412,29.1199,25.7459,29.4152,23.1144,43.0256,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-040035-agg.csv
JA-RU,JA docs,embed,30.0,27.5537,35.8356,0.9302,26.0226,29.0848,25.729,29.3784,22.9352,43.3625,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-040054-agg.csv
JA-RU,JA docs,embed,50.0,26.9611,35.6599,0.9257,25.4375,28.4846,25.1453,28.7769,22.3233,42.5988,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-040110-agg.csv
JA-RU,JA docs,embed,70.0,24.0344,34.6006,0.8982,22.5561,25.5127,22.2725,25.7962,19.8538,38.1009,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-040127-agg.csv
JA-RU,JA docs,embed,90.0,19.3603,31.7775,0.8249,18.0026,20.718,17.7422,20.9784,15.7128,31.8789,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-040144-agg.csv
JA-RU,JA docs,embed,100.0,17.0397,30.4318,0.79,15.7395,18.3399,15.4901,18.5893,13.7034,28.3075,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-040159-agg.csv
JA-RU,RU docs,embed,0.0,17.4114,29.8215,0.7741,16.1373,18.6856,15.8929,18.9299,13.5622,30.2785,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-044735-agg.csv
JA-RU,RU docs,embed,10.0,19.8111,31.6738,0.8222,18.4578,21.1643,18.1982,21.4239,15.7697,33.1761,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-044751-agg.csv
JA-RU,RU docs,embed,30.0,24.4468,34.2935,0.8902,22.9816,25.912,22.7006,26.193,19.9341,39.735,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-044807-agg.csv
JA-RU,RU docs,embed,50.0,27.3318,35.565,0.9232,25.8123,28.8513,25.5209,29.1428,22.4834,43.7781,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-044824-agg.csv
JA-RU,RU docs,embed,70.0,27.8138,35.8831,0.9315,26.2807,29.3469,25.9867,29.641,22.9884,44.0532,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-044842-agg.csv
JA-RU,RU docs,embed,90.0,27.481,35.5435,0.9227,25.9624,28.9996,25.6711,29.2908,22.5359,44.1206,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-044858-agg.csv
JA-RU,RU docs,embed,100.0,27.1639,35.4693,0.9207,25.6485,28.6794,25.3579,28.97,22.2174,43.7275,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-044914-agg.csv
JA-VI,JA + VI docs,embed,0.0,27.4907,35.7702,0.9285,25.9625,29.019,25.6693,29.3121,22.8938,43.3288,bge-m3,mmarco-8841823-bilingual-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-171220-agg.csv
JA-VI,JA + VI docs,embed,10.0,27.9372,35.9741,0.9338,26.4002,29.4742,26.1054,29.769,23.2837,43.9016,bge-m3,mmarco-8841823-bilingual-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-171247-agg.csv
JA-VI,JA + VI docs,embed,30.0,28.1865,36.0736,0.9364,26.6453,29.7278,26.3497,30.0234,23.4388,44.2722,bge-m3,mmarco-8841823-bilingual-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-171315-agg.csv
JA-VI,JA + VI docs,embed,50.0,28.0176,36.0098,0.9348,26.4791,29.5562,26.184,29.8512,23.2029,44.2442,bge-m3,mmarco-8841823-bilingual-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-171340-agg.csv
JA-VI,JA + VI docs,embed,70.0,27.6876,36.1197,0.9376,26.1444,29.2308,25.8484,29.5268,23.0763,43.3513,bge-m3,mmarco-8841823-bilingual-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-171352-agg.csv
JA-VI,JA + VI docs,embed,90.0,27.0134,36.3531,0.9437,25.4602,28.5665,25.1623,28.8645,22.8694,41.3297,bge-m3,mmarco-8841823-bilingual-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-171403-agg.csv
JA-VI,JA + VI docs,embed,100.0,26.3241,36.1571,0.9386,24.7793,27.8689,24.483,28.1652,22.2825,40.2853,bge-m3,mmarco-8841823-bilingual-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-171416-agg.csv
JA-VI,JA docs,embed,0.0,27.2089,35.6889,0.9264,25.6841,28.7337,25.3916,29.0262,22.658,42.8908,bge-m3,mmarco-8841823-japanese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-050927-agg.csv
JA-VI,JA docs,embed,10.0,27.454,35.9091,0.9322,25.9198,28.9882,25.6255,29.2825,22.8772,42.9919,bge-m3,mmarco-8841823-japanese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-050946-agg.csv
JA-VI,JA docs,embed,30.0,27.3723,36.0395,0.9355,25.8325,28.912,25.5371,29.2074,22.8255,42.6101,bge-m3,mmarco-8841823-japanese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-050959-agg.csv
JA-VI,JA docs,embed,50.0,26.0709,35.2611,0.9153,24.5644,27.5775,24.2754,27.8664,21.5465,41.268,bge-m3,mmarco-8841823-japanese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-051016-agg.csv
JA-VI,JA docs,embed,70.0,23.27,34.4698,0.8948,21.7972,24.7427,21.5148,25.0252,19.2305,36.7868,bge-m3,mmarco-8841823-japanese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-051034-agg.csv
JA-VI,JA docs,embed,90.0,18.3468,31.6806,0.8224,16.9933,19.7004,16.7337,19.96,14.934,29.9641,bge-m3,mmarco-8841823-japanese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-051051-agg.csv
JA-VI,JA docs,embed,100.0,15.5448,29.7654,0.7727,14.2731,16.8165,14.0292,17.0605,12.6754,25.2808,bge-m3,mmarco-8841823-japanese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-051108-agg.csv
JA-VI,VI docs,embed,0.0,18.5873,31.8377,0.8265,17.227,19.9475,16.9661,20.2084,15.1734,30.301,bge-m3,mmarco-8841823-vietnamese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-052546-agg.csv
JA-VI,VI docs,embed,10.0,20.6708,33.0294,0.8574,19.2596,22.082,18.9889,22.3526,16.9245,33.5018,bge-m3,mmarco-8841823-vietnamese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-052605-agg.csv
JA-VI,VI docs,embed,30.0,24.7518,34.425,0.8936,23.281,26.2226,22.9989,26.5047,20.2452,40.1505,bge-m3,mmarco-8841823-vietnamese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-052624-agg.csv
JA-VI,VI docs,embed,50.0,26.7273,35.6011,0.9242,25.2062,28.2483,24.9145,28.5401,22.1059,42.2731,bge-m3,mmarco-8841823-vietnamese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-052641-agg.csv
JA-VI,VI docs,embed,70.0,27.2353,36.0253,0.9352,25.6961,28.7745,25.4009,29.0697,22.7306,42.5764,bge-m3,mmarco-8841823-vietnamese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-052658-agg.csv
JA-VI,VI docs,embed,90.0,26.7505,36.2722,0.9416,25.2007,28.3002,24.9035,28.5974,22.6473,40.858,bge-m3,mmarco-8841823-vietnamese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-052715-agg.csv
JA-VI,VI docs,embed,100.0,26.1947,36.1994,0.9397,24.6481,27.7414,24.3515,28.038,22.1988,39.9146,bge-m3,mmarco-8841823-vietnamese-ja-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-052734-agg.csv
JA-ZH,JA + ZH docs,embed,0.0,27.709,35.7151,0.9271,26.1831,29.235,25.8904,29.5276,22.9649,44.0701,bge-m3,mmarco-8841823-bilingual-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260205-181734-agg.csv
JA-ZH,JA + ZH docs,embed,10.0,27.9943,35.937,0.9329,26.4589,29.5297,26.1644,29.8242,23.3005,44.1712,bge-m3,mmarco-8841823-bilingual-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260205-181746-agg.csv
JA-ZH,JA + ZH docs,embed,30.0,27.7857,35.6868,0.9264,26.261,29.3104,25.9685,29.6028,23.018,44.1038,bge-m3,mmarco-8841823-bilingual-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260205-181758-agg.csv
JA-ZH,JA + ZH docs,embed,50.0,27.5374,35.2866,0.916,26.0298,29.0451,25.7407,29.3342,22.5725,44.6148,bge-m3,mmarco-8841823-bilingual-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260205-181824-agg.csv
JA-ZH,JA + ZH docs,embed,70.0,27.1508,35.0906,0.9109,25.6516,28.65,25.364,28.9376,22.208,43.9634,bge-m3,mmarco-8841823-bilingual-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260205-181851-agg.csv
JA-ZH,JA + ZH docs,embed,90.0,26.4109,34.7879,0.903,24.9246,27.8972,24.6395,28.1823,21.5368,42.9526,bge-m3,mmarco-8841823-bilingual-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260205-181918-agg.csv
JA-ZH,JA + ZH docs,embed,100.0,26.3956,34.9219,0.9065,24.9036,27.8877,24.6174,28.1738,21.596,42.7954,bge-m3,mmarco-8841823-bilingual-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260205-181934-agg.csv
JA-ZH,JA docs,embed,0.0,27.2089,35.6889,0.9264,25.6841,28.7337,25.3916,29.0262,22.658,42.8908,bge-m3,mmarco-8841823-japanese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-053301-agg.csv
JA-ZH,JA docs,embed,10.0,27.285,35.9379,0.9329,25.7495,28.8204,25.455,29.1149,22.8691,42.5202,bge-m3,mmarco-8841823-japanese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-053319-agg.csv
JA-ZH,JA docs,embed,30.0,27.2963,36.0544,0.9359,25.7559,28.8368,25.4605,29.1322,22.9614,42.1833,bge-m3,mmarco-8841823-japanese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-053338-agg.csv
JA-ZH,JA docs,embed,50.0,26.426,35.3908,0.9187,24.914,27.9381,24.624,28.2281,21.9445,41.8632,bge-m3,mmarco-8841823-japanese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-053355-agg.csv
JA-ZH,JA docs,embed,70.0,23.7945,34.3341,0.8913,22.3276,25.2615,22.0463,25.5428,19.6125,38.0054,bge-m3,mmarco-8841823-japanese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-053412-agg.csv
JA-ZH,JA docs,embed,90.0,20.3817,33.1039,0.8593,18.9673,21.796,18.696,22.0673,16.8503,32.4349,bge-m3,mmarco-8841823-japanese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-053429-agg.csv
JA-ZH,JA docs,embed,100.0,18.3931,31.875,0.8274,17.0312,19.7549,16.77,20.0161,15.1935,29.3351,bge-m3,mmarco-8841823-japanese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-053449-agg.csv
JA-ZH,ZH docs,embed,0.0,19.6745,32.2461,0.8371,18.2967,21.0522,18.0325,21.3164,16.0173,32.0867,bge-m3,mmarco-8841823-chinese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260210-062314-agg.csv
JA-ZH,ZH docs,embed,10.0,21.3227,33.2424,0.8629,19.9024,22.743,19.63,23.0154,17.4506,34.4452,bge-m3,mmarco-8841823-chinese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260210-062330-agg.csv
JA-ZH,ZH docs,embed,30.0,24.3419,34.3138,0.8907,22.8758,25.8079,22.5946,26.0891,19.8757,39.5272,bge-m3,mmarco-8841823-chinese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260210-062349-agg.csv
JA-ZH,ZH docs,embed,50.0,26.239,34.5879,0.8979,24.7612,27.7168,24.4778,28.0002,21.316,43.1323,bge-m3,mmarco-8841823-chinese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260210-062408-agg.csv
JA-ZH,ZH docs,embed,70.0,26.5142,34.8028,0.9034,25.0272,28.0011,24.742,28.2863,21.6124,43.1548,bge-m3,mmarco-8841823-chinese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260210-062424-agg.csv
JA-ZH,ZH docs,embed,90.0,26.2634,34.693,0.9006,24.7812,27.7457,24.4969,28.03,21.3436,42.8852,bge-m3,mmarco-8841823-chinese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260210-062443-agg.csv
JA-ZH,ZH docs,embed,100.0,26.1669,34.8573,0.9049,24.6776,27.6562,24.392,27.9418,21.3731,42.4248,bge-m3,mmarco-8841823-chinese-ja-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260210-062500-agg.csv
NL-AR,AR docs,embed,0.0,19.0377,32.1598,0.8348,17.6637,20.4118,17.4002,20.6753,15.831,30.4919,bge-m3,mmarco-8841823-arabic-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-144503-agg.csv
NL-AR,AR docs,embed,10.0,20.9632,32.9037,0.8541,19.5574,22.369,19.2877,22.6386,17.2625,34.0465,bge-m3,mmarco-8841823-arabic-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-144522-agg.csv
NL-AR,AR docs,embed,30.0,24.8896,35.0061,0.9087,23.3939,26.3852,23.1071,26.6721,20.7276,39.4373,bge-m3,mmarco-8841823-arabic-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-144536-agg.csv
NL-AR,AR docs,embed,50.0,26.6929,35.5271,0.9222,25.1751,28.2108,24.8839,28.502,22.1594,42.3012,bge-m3,mmarco-8841823-arabic-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-144553-agg.csv
NL-AR,AR docs,embed,70.0,26.2326,35.2292,0.9145,24.7275,27.7378,24.4388,28.0265,21.6827,41.9643,bge-m3,mmarco-8841823-arabic-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-144606-agg.csv
NL-AR,AR docs,embed,90.0,25.2635,34.767,0.9025,23.7781,26.7489,23.4932,27.0338,20.7712,40.6503,bge-m3,mmarco-8841823-arabic-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-144619-agg.csv
NL-AR,AR docs,embed,100.0,24.5283,34.8336,0.9042,23.04,26.0165,22.7545,26.302,20.4433,38.7298,bge-m3,mmarco-8841823-arabic-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-144634-agg.csv
NL-AR,NL + AR docs,embed,0.0,28.9548,36.4724,0.9468,27.3966,30.5131,27.0977,30.812,24.1749,45.0247,bge-m3,mmarco-8841823-bilingual-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260202-200517-agg.csv
NL-AR,NL + AR docs,embed,10.0,29.561,36.8324,0.9561,27.9874,31.1347,27.6855,31.4365,24.7812,45.6986,bge-m3,mmarco-8841823-bilingual-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260202-200529-agg.csv
NL-AR,NL + AR docs,embed,30.0,29.7151,37.1223,0.9636,28.1291,31.3012,27.8249,31.6054,25.1192,45.3279,bge-m3,mmarco-8841823-bilingual-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260202-200541-agg.csv
NL-AR,NL + AR docs,embed,50.0,29.1332,36.4215,0.9455,27.5771,30.6893,27.2786,30.9878,24.3122,45.648,bge-m3,mmarco-8841823-bilingual-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260202-200552-agg.csv
NL-AR,NL + AR docs,embed,70.0,26.999,35.4986,0.9215,25.4823,28.5156,25.1914,28.8065,22.3162,43.1211,bge-m3,mmarco-8841823-bilingual-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260202-200603-agg.csv
NL-AR,NL + AR docs,embed,90.0,25.4952,34.8988,0.9059,24.0041,26.9862,23.7181,27.2722,21.0589,40.8524,bge-m3,mmarco-8841823-bilingual-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260202-200615-agg.csv
NL-AR,NL + AR docs,embed,100.0,24.8053,34.7906,0.9031,23.3189,26.2918,23.0338,26.5769,20.5785,39.471,bge-m3,mmarco-8841823-bilingual-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260202-200627-agg.csv
NL-AR,NL docs,embed,0.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-150324-agg.csv
NL-AR,NL docs,embed,10.0,29.2712,36.663,0.9517,27.7047,30.8376,27.4043,31.138,24.4533,45.4964,bge-m3,mmarco-8841823-dutch-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-150335-agg.csv
NL-AR,NL docs,embed,30.0,29.4386,36.9382,0.9589,27.8604,31.0168,27.5577,31.3195,24.7132,45.3953,bge-m3,mmarco-8841823-dutch-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-150347-agg.csv
NL-AR,NL docs,embed,50.0,28.4384,36.3727,0.9442,26.8844,29.9924,26.5863,30.2905,23.6688,44.4856,bge-m3,mmarco-8841823-dutch-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-150359-agg.csv
NL-AR,NL docs,embed,70.0,24.8193,34.8745,0.9053,23.3293,26.3093,23.0435,26.5951,20.3724,39.5328,bge-m3,mmarco-8841823-dutch-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-150412-agg.csv
NL-AR,NL docs,embed,90.0,19.2193,31.833,0.8263,17.8593,20.5794,17.5984,20.8403,15.6279,31.5139,bge-m3,mmarco-8841823-dutch-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-150424-agg.csv
NL-AR,NL docs,embed,100.0,16.3243,30.0237,0.7794,15.0415,17.6071,14.7955,17.8531,13.1904,26.9654,bge-m3,mmarco-8841823-dutch-nl-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-150435-agg.csv
NL-HI,HI docs,embed,0.0,19.2039,32.1225,0.8339,17.8314,20.5763,17.5682,20.8395,15.8635,30.8906,bge-m3,mmarco-8841823-hindi-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260209-080940-agg.csv
NL-HI,HI docs,embed,10.0,21.9359,34.1124,0.8855,20.4784,23.3933,20.1989,23.6729,18.3722,34.2262,bge-m3,mmarco-8841823-hindi-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260209-080953-agg.csv
NL-HI,HI docs,embed,30.0,25.7975,35.6909,0.9265,24.2726,27.3224,23.9802,27.6149,21.5002,40.3414,bge-m3,mmarco-8841823-hindi-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260209-081004-agg.csv
NL-HI,HI docs,embed,50.0,27.7126,36.2998,0.9423,26.1617,29.2635,25.8642,29.561,23.1493,43.2727,bge-m3,mmarco-8841823-hindi-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260209-081016-agg.csv
NL-HI,HI docs,embed,70.0,27.7193,36.1858,0.9393,26.1733,29.2654,25.8767,29.5619,23.114,43.3401,bge-m3,mmarco-8841823-hindi-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260209-081030-agg.csv
NL-HI,HI docs,embed,90.0,27.2626,36.418,0.9454,25.7066,28.8186,25.4082,29.117,22.8673,42.0934,bge-m3,mmarco-8841823-hindi-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260209-081043-agg.csv
NL-HI,HI docs,embed,100.0,26.7959,36.1214,0.9377,25.2526,28.3391,24.9566,28.6351,22.4219,41.5544,bge-m3,mmarco-8841823-hindi-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260209-081057-agg.csv
NL-HI,NL + HI docs,embed,0.0,28.9692,36.5945,0.9499,27.4057,30.5327,27.1059,30.8326,24.2382,44.9573,bge-m3,mmarco-8841823-bilingual-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-203909-agg.csv
NL-HI,NL + HI docs,embed,10.0,29.5483,36.88,0.9574,27.9726,31.124,27.6704,31.4262,24.8198,45.6312,bge-m3,mmarco-8841823-bilingual-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-203936-agg.csv
NL-HI,NL + HI docs,embed,30.0,30.3325,37.2541,0.9671,28.7408,31.9242,28.4355,32.2295,25.6507,46.2882,bge-m3,mmarco-8841823-bilingual-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-203950-agg.csv
NL-HI,NL + HI docs,embed,50.0,29.8277,36.6931,0.9525,28.26,31.3954,27.9593,31.6961,24.9804,46.5184,bge-m3,mmarco-8841823-bilingual-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-204015-agg.csv
NL-HI,NL + HI docs,embed,70.0,28.4254,36.3973,0.9448,26.8703,29.9804,26.572,30.2787,23.8096,44.3059,bge-m3,mmarco-8841823-bilingual-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-204042-agg.csv
NL-HI,NL + HI docs,embed,90.0,27.3542,36.2345,0.9406,25.8061,28.9023,25.5091,29.1992,22.9294,42.4978,bge-m3,mmarco-8841823-bilingual-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-204109-agg.csv
NL-HI,NL + HI docs,embed,100.0,26.9417,36.0418,0.9356,25.4018,28.4816,25.1064,28.7769,22.5332,41.925,bge-m3,mmarco-8841823-bilingual-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-204138-agg.csv
NL-HI,NL docs,embed,0.0,28.7171,36.3551,0.9437,27.1639,30.2704,26.8659,30.5683,23.909,44.8562,bge-m3,mmarco-8841823-dutch-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260209-132832-agg.csv
NL-HI,NL docs,embed,10.0,29.3155,36.6826,0.9522,27.7482,30.8828,27.4476,31.1834,24.486,45.4964,bge-m3,mmarco-8841823-dutch-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260209-132843-agg.csv
NL-HI,NL docs,embed,30.0,29.6233,36.8781,0.9573,28.0477,31.199,27.7455,31.5012,24.9064,45.5301,bge-m3,mmarco-8841823-dutch-nl-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260209-132854-agg.csv
