pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
EN-ZH,EN + ZH docs,embed,90.0,27.0551,35.1576,0.9126,25.553,28.5572,25.2649,28.8453,22.1534,43.7388,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-222157-agg.csv
EN-ZH,EN + ZH docs,embed,100.0,26.5747,35.0225,0.9091,25.0784,28.0711,24.7914,28.3581,21.7821,42.9638,bge-m3,mmarco-8841823-bilingual-en-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-222225-agg.csv
EN-ZH,EN docs,embed,0.0,33.6319,37.2991,0.9682,32.0383,35.2255,31.7326,35.5311,28.1944,52.0384,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-001348-agg.csv
EN-ZH,EN docs,embed,10.0,33.5055,37.2097,0.9659,31.9157,35.0952,31.6107,35.4002,28.1283,52.0047,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-001401-agg.csv
EN-ZH,EN docs,embed,30.0,32.9803,36.9786,0.9599,31.4004,34.5602,31.0973,34.8632,27.5541,51.5667,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-001416-agg.csv
EN-ZH,EN docs,embed,50.0,31.2913,36.4151,0.9453,29.7355,32.8472,29.4371,33.1456,25.9002,49.7136,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-001428-agg.csv
EN-ZH,EN docs,embed,70.0,27.6384,35.2539,0.9151,26.1322,29.1446,25.8433,29.4335,22.5317,44.6597,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-001443-agg.csv
EN-ZH,EN docs,embed,90.0,22.4209,33.4156,0.8674,20.9932,23.8486,20.7194,24.1224,18.2468,36.5398,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-001458-agg.csv
EN-ZH,EN docs,embed,100.0,19.936,32.1974,0.8358,18.5603,21.3116,18.2965,21.5754,16.1856,32.6089,bge-m3,mmarco-8841823-english-en-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-001511-agg.csv
EN-ZH,ZH docs,embed,0.0,21.3414,32.9291,0.8548,19.9345,22.7483,19.6647,23.0182,17.4809,34.6642,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-015937-agg.csv
EN-ZH,ZH docs,embed,10.0,22.7935,33.5224,0.8702,21.3612,24.2257,21.0865,24.5004,18.6471,37.1238,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-015949-agg.csv
EN-ZH,ZH docs,embed,30.0,25.8761,34.8346,0.9043,24.3878,27.3644,24.1024,27.6499,21.2783,41.7734,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-020003-agg.csv
EN-ZH,ZH docs,embed,50.0,27.8434,35.42,0.9195,26.3301,29.3567,26.0398,29.647,22.8559,44.9405,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-020017-agg.csv
EN-ZH,ZH docs,embed,70.0,27.5865,35.4029,0.919,26.0739,29.0991,25.7838,29.3892,22.6192,44.334,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-020031-agg.csv
EN-ZH,ZH docs,embed,90.0,26.6981,34.9666,0.9077,25.2042,28.1921,24.9176,28.4786,21.8037,43.4018,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-020044-agg.csv
EN-ZH,ZH docs,embed,100.0,26.1669,34.8573,0.9049,24.6776,27.6562,24.392,27.9418,21.3731,42.4248,bge-m3,mmarco-8841823-chinese-en-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-020056-agg.csv
ES-AR,AR docs,embed,0.0,19.1993,32.0143,0.8311,17.8315,20.5672,17.5692,20.8295,15.941,30.9468,bge-m3,mmarco-8841823-arabic-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-072314-agg.csv
ES-AR,AR docs,embed,10.0,21.4391,33.3962,0.8669,20.0122,22.8659,19.7386,23.1396,17.8421,34.1476,bge-m3,mmarco-8841823-arabic-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-072329-agg.csv
ES-AR,AR docs,embed,30.0,25.236,35.7191,0.9272,23.7099,26.7621,23.4172,27.0548,21.4337,38.6849,bge-m3,mmarco-8841823-arabic-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-072342-agg.csv
ES-AR,AR docs,embed,50.0,26.3773,36.0031,0.9346,24.8391,27.9156,24.5441,28.2106,22.3669,40.5829,bge-m3,mmarco-8841823-arabic-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-072356-agg.csv
ES-AR,AR docs,embed,70.0,26.2507,35.5785,0.9236,24.7307,27.7708,24.4391,28.0624,22.0111,41.223,bge-m3,mmarco-8841823-arabic-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-072411-agg.csv
ES-AR,AR docs,embed,90.0,25.1178,34.8726,0.9052,23.6278,26.6077,23.3421,26.8935,20.7536,40.0775,bge-m3,mmarco-8841823-arabic-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-072425-agg.csv
ES-AR,AR docs,embed,100.0,24.5283,34.8336,0.9042,23.04,26.0165,22.7545,26.302,20.4433,38.7298,bge-m3,mmarco-8841823-arabic-es-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-072441-agg.csv
ES-AR,ES + AR docs,embed,0.0,30.1148,36.9787,0.9599,28.5349,31.6947,28.2319,31.9978,25.4215,46.423,bge-m3,mmarco-8841823-bilingual-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260202-142354-agg.csv
ES-AR,ES + AR docs,embed,10.0,30.3441,36.8692,0.9571,28.7688,31.9193,28.4667,32.2214,25.5619,46.861,bge-m3,mmarco-8841823-bilingual-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260202-142405-agg.csv
ES-AR,ES + AR docs,embed,30.0,30.555,36.6331,0.9509,28.9898,32.1201,28.6896,32.4203,25.5567,47.9335,bge-m3,mmarco-8841823-bilingual-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260202-142417-agg.csv
ES-AR,ES + AR docs,embed,50.0,29.4078,36.3771,0.9443,27.8536,30.962,27.5555,31.2601,24.6066,46.0299,bge-m3,mmarco-8841823-bilingual-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260202-142428-agg.csv
ES-AR,ES + AR docs,embed,70.0,27.5568,35.9125,0.9322,26.0224,29.0911,25.7281,29.3854,22.991,43.4355,bge-m3,mmarco-8841823-bilingual-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260202-142440-agg.csv
ES-AR,ES + AR docs,embed,90.0,25.6341,35.023,0.9092,24.1378,27.1305,23.8508,27.4175,21.1914,40.9872,bge-m3,mmarco-8841823-bilingual-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260202-142452-agg.csv
ES-AR,ES + AR docs,embed,100.0,24.8805,34.8421,0.9045,23.3918,26.3691,23.1063,26.6546,20.6697,39.471,bge-m3,mmarco-8841823-bilingual-es-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260202-142503-agg.csv
ES-AR,ES docs,embed,0.0,30.0722,37.1494,0.9644,28.4849,31.6594,28.1805,31.9638,25.4235,46.1197,bge-m3,mmarco-8841823-spanish-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-040637-agg.csv
ES-AR,ES docs,embed,10.0,30.2997,37.0401,0.9615,28.7172,31.8823,28.4136,32.1858,25.6029,46.6251,bge-m3,mmarco-8841823-spanish-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-040646-agg.csv
ES-AR,ES docs,embed,30.0,30.6263,36.8659,0.957,29.0512,32.2013,28.749,32.5035,25.6686,47.7314,bge-m3,mmarco-8841823-spanish-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-040654-agg.csv
ES-AR,ES docs,embed,50.0,29.5513,36.2569,0.9412,28.0022,31.1004,27.7051,31.3975,24.5208,46.6532,bge-m3,mmarco-8841823-spanish-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-040702-agg.csv
ES-AR,ES docs,embed,70.0,26.1871,35.1274,0.9119,24.6862,27.6879,24.3984,27.9757,21.6672,41.633,bge-m3,mmarco-8841823-spanish-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-040709-agg.csv
ES-AR,ES docs,embed,90.0,20.98,32.5866,0.8459,19.5877,22.3722,19.3207,22.6393,16.9911,34.5238,bge-m3,mmarco-8841823-spanish-es-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-040718-agg.csv
ES-AR,ES docs,embed,100.0,18.0154,30.6907,0.7967,16.7042,19.3267,16.4527,19.5782,14.4425,30.3796,bge-m3,mmarco-8841823-spanish-es-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-040726-agg.csv
ES-DE,DE docs,embed,0.0,22.8006,34.184,0.8874,21.3401,24.2611,21.06,24.5412,19.0038,35.9782,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-011739-agg.csv
ES-DE,DE docs,embed,10.0,24.2899,35.0991,0.9111,22.7903,25.7895,22.5027,26.0772,20.4187,37.9324,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-011755-agg.csv
ES-DE,DE docs,embed,30.0,27.0669,36.0664,0.9362,25.526,28.6079,25.2304,28.9034,22.6817,42.3967,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-011811-agg.csv
ES-DE,DE docs,embed,50.0,28.1711,36.1939,0.9395,26.6247,29.7174,26.3281,30.014,23.5303,44.1599,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-011829-agg.csv
ES-DE,DE docs,embed,70.0,28.6112,36.5148,0.9479,27.0511,30.1713,26.7519,30.4705,24.0269,44.5642,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-011847-agg.csv
ES-DE,DE docs,embed,90.0,28.3034,36.4802,0.947,26.7448,29.862,26.4459,30.161,23.7237,43.8735,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-011907-agg.csv
ES-DE,DE docs,embed,100.0,27.7748,36.2988,0.9423,26.224,29.3257,25.9265,29.6232,23.338,42.9301,bge-m3,mmarco-8841823-german-es-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-011923-agg.csv
ES-DE,ES + DE docs,embed,0.0,30.2756,37.1492,0.9643,28.6884,31.8628,28.384,32.1673,25.6176,46.524,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-014018-agg.csv
ES-DE,ES + DE docs,embed,10.0,30.5646,37.006,0.9606,28.9836,32.1457,28.6803,32.449,25.7779,47.2316,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-014029-agg.csv
ES-DE,ES + DE docs,embed,30.0,30.5749,36.6754,0.952,29.0079,32.1418,28.7074,32.4424,25.6131,47.6752,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-014041-agg.csv
ES-DE,ES + DE docs,embed,50.0,30.1924,36.6081,0.9503,28.6283,31.7565,28.3283,32.0565,25.1942,47.254,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-014051-agg.csv
ES-DE,ES + DE docs,embed,70.0,30.0215,36.793,0.9551,28.4496,31.5935,28.1481,31.895,25.1041,46.889,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-014103-agg.csv
ES-DE,ES + DE docs,embed,90.0,29.0826,36.4693,0.9467,27.5244,30.6407,27.2256,30.9396,24.3123,45.356,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-014114-agg.csv
ES-DE,ES + DE docs,embed,100.0,28.614,36.4983,0.9474,27.0546,30.1734,26.7555,30.4725,23.9522,44.3452,bge-m3,mmarco-8841823-bilingual-es-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-014125-agg.csv
ES-DE,ES docs,embed,0.0,30.0722,37.1494,0.9644,28.4849,31.6594,28.1805,31.9638,25.4235,46.1197,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-213344-agg.csv
ES-DE,ES docs,embed,10.0,30.2655,36.9566,0.9593,28.6865,31.8445,28.3837,32.1473,25.5013,46.7599,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-213359-agg.csv
ES-DE,ES docs,embed,30.0,30.3105,36.5899,0.9498,28.7472,31.8738,28.4473,32.1736,25.317,47.4506,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-213412-agg.csv
ES-DE,ES docs,embed,50.0,29.8834,36.1329,0.938,28.3396,31.4272,28.0435,31.7233,24.6675,47.619,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-213425-agg.csv
ES-DE,ES docs,embed,70.0,28.3277,35.9292,0.9327,26.7927,29.8628,26.4982,30.1572,23.3182,45.0472,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-213437-agg.csv
ES-DE,ES docs,embed,90.0,25.4364,34.9481,0.9072,23.9432,26.9295,23.6568,27.2159,20.9007,40.611,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-213450-agg.csv
ES-DE,ES docs,embed,100.0,23.8947,34.4487,0.8942,22.4229,25.3666,22.1406,25.6489,19.6548,38.1177,bge-m3,mmarco-8841823-spanish-es-de-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-213504-agg.csv
ES-FR,ES + FR docs,embed,0.0,30.3593,37.2513,0.967,28.7677,31.9508,28.4625,32.2561,25.7513,46.4398,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-230859-agg.csv
ES-FR,ES + FR docs,embed,10.0,30.6646,37.3213,0.9688,29.07,32.2591,28.7642,32.565,25.9834,46.8778,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-230910-agg.csv
ES-FR,ES + FR docs,embed,30.0,31.1089,37.502,0.9735,29.5067,32.7112,29.1993,33.0185,26.3411,47.4899,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-230920-agg.csv
ES-FR,ES + FR docs,embed,50.0,31.1544,37.3121,0.9686,29.5603,32.7486,29.2545,33.0544,26.315,47.6696,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-230931-agg.csv
ES-FR,ES + FR docs,embed,70.0,31.4917,37.1514,0.9644,29.9044,33.079,29.5999,33.3834,26.4102,48.6354,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-230942-agg.csv
ES-FR,ES + FR docs,embed,90.0,31.0392,36.9257,0.9585,29.4616,32.6169,29.159,32.9195,25.9485,48.4333,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-230953-agg.csv
ES-FR,ES + FR docs,embed,100.0,30.6838,36.9824,0.96,29.1037,32.2639,28.8007,32.5669,25.785,47.5573,bge-m3,mmarco-8841823-bilingual-es-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-231003-agg.csv
ES-FR,ES docs,embed,0.0,30.0722,37.1494,0.9644,28.4849,31.6594,28.1805,31.9638,25.4235,46.1197,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-012548-agg.csv
ES-FR,ES docs,embed,10.0,30.3157,37.2035,0.9658,28.7262,31.9052,28.4213,32.2101,25.6466,46.423,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-012601-agg.csv
ES-FR,ES docs,embed,30.0,30.6601,37.147,0.9643,29.073,32.2472,28.7686,32.5516,25.8001,47.1642,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-012614-agg.csv
ES-FR,ES docs,embed,50.0,30.6816,37.0391,0.9615,29.0991,32.2641,28.7956,32.5677,25.7156,47.5011,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-012626-agg.csv
ES-FR,ES docs,embed,70.0,29.6986,37.0195,0.961,28.1169,31.2802,27.8136,31.5836,24.9732,45.6087,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-012638-agg.csv
ES-FR,ES docs,embed,90.0,27.5395,36.0439,0.9357,25.9995,29.0795,25.7042,29.3749,22.9669,42.9301,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-012649-agg.csv
ES-FR,ES docs,embed,100.0,26.1339,35.598,0.9241,24.613,27.6548,24.3213,27.9465,21.7143,40.8749,bge-m3,mmarco-8841823-spanish-es-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-012701-agg.csv
ES-FR,FR docs,embed,0.0,26.2787,36.0116,0.9348,24.7401,27.8173,24.445,28.1124,22.268,40.2572,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-025446-agg.csv
ES-FR,FR docs,embed,10.0,27.4086,36.4957,0.9474,25.8493,28.9679,25.5502,29.2669,23.2565,41.8407,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-025500-agg.csv
ES-FR,FR docs,embed,30.0,28.75,36.5972,0.95,27.1864,30.3136,26.8864,30.6135,24.3167,44.2217,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-025514-agg.csv
ES-FR,FR docs,embed,50.0,30.2488,36.8793,0.9573,28.6732,31.8245,28.371,32.1267,25.4349,46.816,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-025528-agg.csv
ES-FR,FR docs,embed,70.0,30.7253,37.0842,0.9627,29.1408,32.3097,28.8369,32.6136,25.8409,47.3551,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-025539-agg.csv
ES-FR,FR docs,embed,90.0,30.5364,37.053,0.9618,28.9534,32.1195,28.6497,32.4232,25.6724,47.2877,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-025553-agg.csv
ES-FR,FR docs,embed,100.0,30.0767,36.9715,0.9597,28.4971,31.6563,28.1941,31.9593,25.3242,46.4791,bge-m3,mmarco-8841823-french-es-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-025606-agg.csv
ES-HI,ES + HI docs,embed,0.0,30.1095,37.0927,0.9629,28.5247,31.6943,28.2208,31.9983,25.4584,46.2208,bge-m3,mmarco-8841823-bilingual-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-001247-agg.csv
ES-HI,ES + HI docs,embed,10.0,30.3612,37.0335,0.9613,28.7789,31.9434,28.4754,32.2469,25.5927,46.7262,bge-m3,mmarco-8841823-bilingual-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-001259-agg.csv
ES-HI,ES + HI docs,embed,30.0,30.6611,36.7339,0.9536,29.0917,32.2306,28.7907,32.5316,25.6232,48.0907,bge-m3,mmarco-8841823-bilingual-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-001310-agg.csv
ES-HI,ES + HI docs,embed,50.0,30.2155,37.0504,0.9618,28.6325,31.7985,28.3289,32.1021,25.5226,46.6027,bge-m3,mmarco-8841823-bilingual-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-001322-agg.csv
ES-HI,ES + HI docs,embed,70.0,28.6155,36.3439,0.9434,27.0627,30.1683,26.7649,30.4661,23.8621,44.9629,bge-m3,mmarco-8841823-bilingual-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-001333-agg.csv
ES-HI,ES + HI docs,embed,90.0,27.4222,36.1757,0.9391,25.8765,28.9678,25.5801,29.2642,22.9343,42.801,bge-m3,mmarco-8841823-bilingual-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-001345-agg.csv
ES-HI,ES + HI docs,embed,100.0,27.0653,36.2101,0.94,25.5182,28.6124,25.2215,28.9091,22.6962,41.9587,bge-m3,mmarco-8841823-bilingual-es-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-001358-agg.csv
ES-HI,ES docs,embed,0.0,30.0722,37.1494,0.9644,28.4849,31.6594,28.1805,31.9638,25.4235,46.1197,bge-m3,mmarco-8841823-spanish-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-031729-agg.csv
ES-HI,ES docs,embed,10.0,30.3735,37.0752,0.9624,28.7894,31.9575,28.4856,32.2613,25.6263,46.7262,bge-m3,mmarco-8841823-spanish-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-031741-agg.csv
ES-HI,ES docs,embed,30.0,30.5372,36.7884,0.955,28.9654,32.109,28.664,32.4105,25.5698,47.737,bge-m3,mmarco-8841823-spanish-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-031753-agg.csv
ES-HI,ES docs,embed,50.0,29.8905,36.5556,0.9489,28.3287,31.4524,28.0291,31.7519,25.001,46.861,bge-m3,mmarco-8841823-spanish-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-031806-agg.csv
ES-HI,ES docs,embed,70.0,26.7519,35.4093,0.9192,25.2391,28.2648,24.9489,28.555,22.135,42.3911,bge-m3,mmarco-8841823-spanish-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-031818-agg.csv
ES-HI,ES docs,embed,90.0,22.6892,34.0527,0.884,21.2343,24.1441,20.9552,24.4231,18.7235,36.2253,bge-m3,mmarco-8841823-spanish-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-031829-agg.csv
ES-HI,ES docs,embed,100.0,19.6657,32.6671,0.848,18.27,21.0614,18.0023,21.3291,16.2492,31.3735,bge-m3,mmarco-8841823-spanish-es-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-031842-agg.csv
ES-HI,HI docs,embed,0.0,19.5876,32.3835,0.8406,18.204,20.9712,17.9386,21.2365,16.2401,31.3286,bge-m3,mmarco-8841823-hindi-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260208-042128-agg.csv
ES-HI,HI docs,embed,10.0,21.6454,33.5381,0.8706,20.2124,23.0783,19.9376,23.3531,18.0198,34.3273,bge-m3,mmarco-8841823-hindi-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260208-042141-agg.csv
ES-HI,HI docs,embed,30.0,25.4695,35.0937,0.911,23.9701,26.9689,23.6825,27.2564,21.1226,40.5604,bge-m3,mmarco-8841823-hindi-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260208-042157-agg.csv
ES-HI,HI docs,embed,50.0,27.5237,36.1193,0.9376,25.9805,29.0669,25.6845,29.3629,22.9748,42.9863,bge-m3,mmarco-8841823-hindi-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260208-042209-agg.csv
ES-HI,HI docs,embed,70.0,27.7314,36.2446,0.9409,26.1828,29.2799,25.8858,29.5769,23.1046,43.3232,bge-m3,mmarco-8841823-hindi-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260208-042224-agg.csv
ES-HI,HI docs,embed,90.0,27.0186,36.0567,0.936,25.478,28.5591,25.1826,28.8546,22.5956,42.1271,bge-m3,mmarco-8841823-hindi-es-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260208-042237-agg.csv
ES-HI,HI docs,embed,100.0,26.7959,36.1214,0.9377,25.2526,28.3391,24.9566,28.6351,22.4219,41.5544,bge-m3,mmarco-8841823-hindi-es-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260208-042250-agg.csv
ES-ID,ES + ID docs,embed,0.0,30.2423,37.1872,0.9653,28.6535,31.8311,28.3487,32.1358,25.5767,46.423,bge-m3,mmarco-8841823-bilingual-es-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260204-011046-agg.csv
ES-ID,ES + ID docs,embed,10.0,30.5234,37.1207,0.9636,28.9374,32.1093,28.6332,32.4135,25.7544,46.962,bge-m3,mmarco-8841823-bilingual-es-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260204-011057-agg.csv
ES-ID,ES + ID docs,embed,30.0,30.5481,36.7041,0.9528,28.98,32.1163,28.6792,32.4171,25.6186,47.5854,bge-m3,mmarco-8841823-bilingual-es-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260204-011109-agg.csv
ES-ID,ES + ID docs,embed,50.0,30.4433,36.6091,0.9503,28.8792,32.0075,28.5792,32.3075,25.4602,47.4843,bge-m3,mmarco-8841823-bilingual-es-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260204-011119-agg.csv
ES-ID,ES + ID docs,embed,70.0,29.8395,36.2477,0.9409,28.2908,31.3882,27.9937,31.6852,24.783,46.9059,bge-m3,mmarco-8841823-bilingual-es-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260204-011131-agg.csv
ES-ID,ES + ID docs,embed,90.0,29.3244,36.0367,0.9355,27.7847,30.8641,27.4894,31.1594,24.3338,46.2994,bge-m3,mmarco-8841823-bilingual-es-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260204-011142-agg.csv
ES-ID,ES + ID docs,embed,100.0,29.0868,36.0411,0.9356,27.5469,30.6266,27.2516,30.922,24.1638,45.8614,bge-m3,mmarco-8841823-bilingual-es-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260204-011153-agg.csv
