dataset,docs_size,num_bands,exp_tag,exp_type,block,doc_lang,query_lang_a,query_lang_b,pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,result_kind,result_variant,experiment_dir,source_file
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,10.0,82.7291,29.9695,0.778,81.4487,84.0096,81.2031,84.2552,79.6186,93.2839,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135540-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,30.0,78.2153,33.2605,0.8634,76.7942,79.6364,76.5217,79.9089,74.6787,90.3976,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.3_dev_20260126-140105-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,30.0,75.2002,35.5042,0.9216,73.6833,76.7171,73.3923,77.008,71.6511,87.8201,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135730-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,30.0,78.1033,33.3691,0.8662,76.6776,79.529,76.4041,79.8024,74.5423,90.2853,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-135916-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,30.0,83.209,29.7372,0.7719,81.9385,84.4795,81.6948,84.7232,80.264,93.4018,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135545-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,50.0,77.4469,34.1354,0.8861,75.9885,78.9054,75.7088,79.1851,74.0616,89.3026,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.5_dev_20260126-140109-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,50.0,75.2826,35.5541,0.9229,73.7635,76.8016,73.4722,77.093,71.8165,87.4832,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.5_dev_20260126-135735-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,50.0,78.0565,33.5047,0.8697,76.6251,79.488,76.3505,79.7626,74.5384,90.0494,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.5_dev_20260126-135920-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,50.0,83.1863,29.5292,0.7665,81.9247,84.448,81.6827,84.69,80.0345,93.8904,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135549-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,70.0,75.4815,35.6721,0.926,73.9574,77.0056,73.6651,77.2979,72.1607,87.4158,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.7_dev_20260126-140113-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,70.0,74.01,36.1636,0.9388,72.4649,75.5551,72.1685,75.8514,70.47,86.405,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135740-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,70.0,77.0903,33.9209,0.8805,75.641,78.5396,75.3631,78.8176,73.4846,89.6226,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-135924-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,70.0,82.2522,30.2666,0.7857,80.9591,83.5454,80.7111,83.7934,79.0706,93.4524,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135555-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,90.0,70.6688,38.6786,1.004,69.0162,72.3213,68.6993,72.6383,67.4399,82.5528,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.9_dev_20260126-140117-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,90.0,71.4098,37.6197,0.9766,69.8025,73.0171,69.4942,73.3254,67.7645,84.4059,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135745-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,90.0,75.3681,35.6175,0.9246,73.8463,76.8898,73.5545,77.1817,71.9008,87.3315,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-135928-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,90.0,80.2776,32.0504,0.832,78.9083,81.647,78.6456,81.9096,77.0164,91.7509,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135601-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,100.0,67.5614,40.0302,1.0391,65.8511,69.2717,65.5231,69.5997,64.2694,79.6496,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-de-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-1_dev_20260126-140121-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,100.0,69.2805,38.7958,1.0071,67.6229,70.938,67.305,71.256,65.6538,82.3169,gte-multilingual-base,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-de-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135749-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,100.0,73.8564,36.5076,0.9477,72.2966,75.4162,71.9975,75.7154,70.3503,85.9501,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-de-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-135932-agg.csv
mmarco,100000,5,mono-de-de-nl-composition,mono,composition,de,de,nl,DE-NL,DE docs,embed,100.0,78.8514,33.1731,0.8611,77.4341,80.2687,77.1622,80.5405,75.51,90.6727,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-de-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135606-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,0.0,70.6737,38.2598,0.9932,69.039,72.3083,68.7255,72.6218,66.9559,83.2772,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0_dev_20260126-140102-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,0.0,68.7757,38.8197,1.0077,67.1171,70.4342,66.799,70.7524,64.986,81.8284,gte-multilingual-base,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135726-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,0.0,72.9009,36.363,0.9439,71.3473,74.4545,71.0493,74.7525,68.9183,86.5847,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135913-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,0.0,78.9337,32.778,0.8509,77.5332,80.3341,77.2646,80.6027,75.3332,90.8412,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135540-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,10.0,72.671,37.1886,0.9654,71.0822,74.2599,70.7774,74.5647,68.9373,85.0124,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.1_dev_20260126-140106-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,10.0,70.8871,37.6499,0.9773,69.2785,72.4957,68.9699,72.8042,67.0463,84.1083,gte-multilingual-base,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135732-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,10.0,74.2043,35.4856,0.9212,72.6882,75.7204,72.3974,76.0112,70.1901,87.7527,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135917-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,10.0,80.2677,31.95,0.8294,78.9027,81.6328,78.6409,81.8946,76.8224,91.5263,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135545-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,30.0,75.701,35.2968,0.9163,74.1929,77.209,73.9037,77.4983,72.0551,88.011,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.3_dev_20260126-140110-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,30.0,74.1966,36.0082,0.9347,72.6582,75.7351,72.3631,76.0302,70.5518,86.7925,gte-multilingual-base,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.3_dev_20260126-135737-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,30.0,76.7794,34.1212,0.8857,75.3216,78.2372,75.042,78.5169,73.1643,89.1397,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.3_dev_20260126-135921-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,30.0,82.298,30.1853,0.7836,81.0083,83.5876,80.7609,83.835,79.0787,93.3008,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.3_dev_20260126-135550-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,50.0,76.7904,34.7664,0.9025,75.305,78.2758,75.0201,78.5607,73.2756,88.6399,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.5_dev_20260126-140114-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,50.0,75.2529,35.2765,0.9157,73.7457,76.7601,73.4567,77.0492,71.6605,87.7583,gte-multilingual-base,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.5_dev_20260126-135742-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,50.0,77.8451,33.4283,0.8678,76.4169,79.2733,76.1429,79.5472,74.1743,90.1561,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.5_dev_20260126-135925-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,50.0,83.2165,29.6958,0.7709,81.9477,84.4852,81.7044,84.7286,80.2499,93.5703,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.5_dev_20260126-135555-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,70.0,76.2222,35.1109,0.9114,74.7221,77.7223,74.4344,78.0101,72.6849,88.2974,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.7_dev_20260126-140118-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,70.0,75.5895,35.1947,0.9136,74.0858,77.0932,73.7974,77.3816,72.0393,87.9717,gte-multilingual-base,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.7_dev_20260126-135746-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,70.0,77.9318,33.6056,0.8724,76.496,79.3676,76.2206,79.643,74.3808,89.954,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.7_dev_20260126-135929-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,70.0,83.5965,29.5117,0.7661,82.3356,84.8574,82.0938,85.0993,80.765,93.7219,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.7_dev_20260126-135600-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,90.0,74.6676,35.9498,0.9332,73.1316,76.2036,72.837,76.4982,70.9372,87.1575,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.9_dev_20260126-140122-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,90.0,74.8897,35.5365,0.9225,73.3714,76.408,73.0802,76.6992,71.2755,87.5112,gte-multilingual-base,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.9_dev_20260126-135751-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,90.0,77.7172,34.0742,0.8845,76.2614,79.173,75.9822,79.4523,74.3354,89.2969,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.9_dev_20260126-135933-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,90.0,82.9254,29.9652,0.7779,81.6451,84.2056,81.3995,84.4512,79.9549,93.6208,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.9_dev_20260126-135605-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,100.0,73.4423,36.6685,0.9519,71.8757,75.009,71.5752,75.3095,69.7228,86.2141,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-nl-de-nl-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-1_dev_20260126-140126-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,100.0,74.0895,36.0818,0.9366,72.5479,75.6311,72.2522,75.9267,70.5134,86.6352,gte-multilingual-base,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base,mmarco-100000-mono-nl-de-nl-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-1_dev_20260126-135755-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,100.0,77.2828,34.471,0.8948,75.81,78.7555,75.5275,79.038,73.8907,88.8365,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-nl-de-nl-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-1_dev_20260126-135937-agg.csv
mmarco,100000,5,mono-nl-de-nl-composition,mono,composition,nl,de,nl,DE-NL,NL docs,embed,100.0,82.5497,30.4542,0.7906,81.2486,83.8509,80.999,84.1004,79.5514,93.2502,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-nl-de-nl-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-1_dev_20260126-135610-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,0.0,68.9876,37.7006,0.9787,67.3768,70.5983,67.0679,70.9073,64.7217,83.7208,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-ar-en-ar-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0_dev_20260126-140031-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,0.0,67.438,39.1476,1.0162,65.7654,69.1106,65.4446,69.4314,63.5719,81.3062,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-en-ar-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0_dev_20260126-135656-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,0.0,70.4795,37.7465,0.9798,68.8668,72.0922,68.5575,72.4015,66.6959,84.1363,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-en-ar-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0_dev_20260126-135842-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,0.0,75.646,34.5191,0.8961,74.1712,77.1208,73.8883,77.4037,71.9025,88.9993,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-en-ar-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0_dev_20260126-135509-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,10.0,71.6722,36.4415,0.946,70.1152,73.2291,69.8166,73.5278,67.5976,85.7929,Qwen3-Embedding-0.6B,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-Qwen3-Embedding-0.6B,mmarco-100000-mono-ar-en-ar-composition-5bands-Qwen3-Embedding-0.6B/vector_mix/cm-alpha-0.1_dev_20260126-140035-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,10.0,70.3405,37.6064,0.9762,68.7338,71.9472,68.4256,72.2554,66.4245,84.3722,gte-multilingual-base,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-gte-multilingual-base,mmarco-100000-mono-ar-en-ar-composition-5bands-gte-multilingual-base/vector_mix/cm-alpha-0.1_dev_20260126-135702-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,10.0,72.7934,36.412,0.9452,71.2377,74.3491,70.9393,74.6475,68.9831,86.4948,jina-embeddings-v3,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-jina-embeddings-v3,mmarco-100000-mono-ar-en-ar-composition-5bands-jina-embeddings-v3/vector_mix/cm-alpha-0.1_dev_20260126-135846-agg.csv
mmarco,100000,5,mono-ar-en-ar-composition,mono,composition,ar,en,ar,EN-AR,AR docs,embed,10.0,78.0794,33.0764,0.8586,76.6662,79.4926,76.3951,79.7636,74.5517,90.7345,multilingual-e5-large-instruct,vector_mix,,mmarco-100000-mono-ar-en-ar-composition-5bands-multilingual-e5-large-instruct,mmarco-100000-mono-ar-en-ar-composition-5bands-multilingual-e5-large-instruct/vector_mix/cm-alpha-0.1_dev_20260126-135514-agg.csv
