dataset,docs_size,num_bands,exp_tag,exp_type,block,doc_lang,query_lang_a,query_lang_b,pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,result_kind,result_variant,experiment_dir,source_file
mmarco,100000,5,mono-zh-ar-zh-size,mono,size,zh,ar,zh,AR-ZH,ZH docs,embed,100.0,87.8454,24.6926,0.641,86.7905,88.9004,86.5881,89.1028,85.2494,96.7711,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-zh-ar-zh-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-zh-ar-zh-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-1_dev_20260126-140514-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,0.0,84.789,27.8503,0.723,83.5991,85.9789,83.3709,86.2072,81.715,95.1988,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0_dev_20260126-140248-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,0.0,85.9266,27.0216,0.7014,84.7721,87.0811,84.5507,87.3026,83.2706,95.3167,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0_dev_20260126-140424-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,10.0,85.0795,27.505,0.714,83.9043,86.2546,83.6789,86.48,82.0146,95.502,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.1_dev_20260126-140252-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,10.0,86.2539,26.6006,0.6905,85.1174,87.3904,84.8994,87.6084,83.5357,95.721,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.1_dev_20260126-140428-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,30.0,85.2443,27.2512,0.7074,84.08,86.4086,83.8567,86.6319,82.1621,95.7042,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.3_dev_20260126-140256-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,30.0,86.4102,26.3495,0.684,85.2844,87.536,85.0685,87.7519,83.6941,95.8558,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.3_dev_20260126-140432-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,50.0,85.4744,27.0993,0.7035,84.3165,86.6322,84.0945,86.8542,82.4613,95.8053,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.5_dev_20260126-140300-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,50.0,86.555,26.3686,0.6845,85.4284,87.6816,85.2123,87.8977,83.9335,95.7884,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.5_dev_20260126-140436-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,70.0,84.1326,28.1391,0.7305,82.9304,85.3348,82.6998,85.5654,80.8732,95.0977,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.7_dev_20260126-140305-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,70.0,85.8239,27.0315,0.7017,84.6689,86.9788,84.4474,87.2003,83.1334,95.3841,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.7_dev_20260126-140440-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,90.0,82.7707,29.701,0.771,81.5018,84.0397,81.2584,84.2831,79.5436,93.7332,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.9_dev_20260126-140309-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,90.0,84.7188,28.173,0.7313,83.5151,85.9225,83.2842,86.1533,81.9516,94.5081,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.9_dev_20260126-140444-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,100.0,81.5502,30.7669,0.7987,80.2357,82.8647,79.9836,83.1168,78.2888,92.7898,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-1_dev_20260126-140313-agg.csv
mmarco,100000,5,mono-de-de-nl-size,mono,size,de,de,nl,DE-NL,DE docs,embed,100.0,83.952,28.912,0.7505,82.7167,85.1872,82.4798,85.4242,81.1473,94.0869,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-de-nl-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-1_dev_20260126-140448-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,0.0,83.8299,28.3713,0.7365,82.6178,85.0421,82.3853,85.2746,80.6865,94.7608,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0_dev_20260126-140237-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,0.0,86.1053,26.3647,0.6844,84.9789,87.2318,84.7629,87.4478,83.4059,96.0074,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0_dev_20260126-140413-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,10.0,84.688,27.6714,0.7183,83.5058,85.8703,83.279,86.0971,81.6204,95.2325,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.1_dev_20260126-140241-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,10.0,86.8209,25.6568,0.666,85.7247,87.9171,85.5145,88.1274,84.1962,96.4117,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.1_dev_20260126-140417-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,30.0,85.6191,27.0882,0.7032,84.4618,86.7765,84.2398,86.9985,82.777,95.3673,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.3_dev_20260126-140245-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,30.0,87.295,25.3105,0.657,86.2136,88.3764,86.0062,88.5838,84.7228,96.5465,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.3_dev_20260126-140421-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,50.0,85.4664,27.1799,0.7056,84.3051,86.6276,84.0824,86.8504,82.6035,95.4346,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.5_dev_20260126-140249-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,50.0,87.1612,25.5751,0.6639,86.0685,88.2539,85.8589,88.4635,84.6884,96.4117,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.5_dev_20260126-140424-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,70.0,84.0632,28.6982,0.745,82.837,85.2893,82.6019,85.5245,81.0198,94.3228,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.7_dev_20260126-140253-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,70.0,85.9626,26.7258,0.6938,84.8208,87.1045,84.6018,87.3235,83.1871,95.7716,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.7_dev_20260126-140429-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,90.0,81.6122,31.2488,0.8112,80.2771,82.9473,80.021,83.2034,78.5714,92.1327,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.9_dev_20260126-140257-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,90.0,83.8864,28.8759,0.7496,82.6527,85.1202,82.4161,85.3568,80.9608,94.2891,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.9_dev_20260126-140433-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,100.0,80.1,32.3807,0.8406,78.7166,81.4835,78.4512,81.7488,76.9627,91.1332,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-1_dev_20260126-140301-agg.csv
mmarco,100000,5,mono-ar-en-ar-size,mono,size,ar,en,ar,EN-AR,AR docs,embed,100.0,82.4427,30.2072,0.7841,81.1521,83.7333,80.9046,83.9809,79.3975,93.1548,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-ar-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-1_dev_20260126-140437-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,0.0,89.7697,22.5411,0.5851,88.8066,90.7328,88.6219,90.9175,87.4538,97.765,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0_dev_20260126-140330-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,0.0,90.6657,21.6202,0.5612,89.742,91.5895,89.5649,91.7666,88.5545,98.102,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0_dev_20260126-140507-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,10.0,89.7716,22.5835,0.5862,88.8067,90.7365,88.6216,90.9215,87.4378,97.6977,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.1_dev_20260126-140334-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,10.0,90.7343,21.6483,0.562,89.8093,91.6592,89.6319,91.8366,88.6692,98.0683,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.1_dev_20260126-140510-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,30.0,89.4559,22.8804,0.5939,88.4783,90.4334,88.2908,90.6209,87.1132,97.7482,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.3_dev_20260126-140338-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,30.0,90.2082,22.0245,0.5717,89.2672,91.1492,89.0867,91.3297,88.0301,97.9784,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.3_dev_20260126-140514-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,50.0,88.8899,23.7543,0.6166,87.875,89.9048,87.6804,90.0995,86.526,97.2877,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.5_dev_20260126-140342-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,50.0,89.6008,22.7261,0.5899,88.6299,90.5718,88.4436,90.7581,87.2887,97.7763,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.5_dev_20260126-140519-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,70.0,87.0708,25.3975,0.6593,85.9857,88.1559,85.7776,88.364,84.3338,96.6139,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.7_dev_20260126-140346-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,70.0,88.2257,24.459,0.6349,87.1807,89.2707,86.9802,89.4711,85.6667,97.1193,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.7_dev_20260126-140522-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,90.0,81.3543,30.6369,0.7953,80.0454,82.6633,79.7943,82.9143,77.9596,93.0425,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.9_dev_20260126-140349-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,90.0,84.3614,28.3388,0.7356,83.1506,85.5722,82.9184,85.8044,81.4284,94.6597,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.9_dev_20260126-140526-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,100.0,77.5183,33.598,0.8722,76.0828,78.9538,75.8075,79.2291,73.7309,90.2796,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-1_dev_20260126-140353-agg.csv
mmarco,100000,5,mono-en-en-ar-size,mono,size,en,en,ar,EN-AR,EN docs,embed,100.0,81.5789,30.9046,0.8022,80.2585,82.8993,80.0053,83.1526,78.2775,92.8403,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-ar-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-1_dev_20260126-140530-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,0.0,85.9561,26.7838,0.6953,84.8118,87.1004,84.5923,87.3199,83.1874,95.7884,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0_dev_20260126-140341-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,0.0,87.8942,24.7964,0.6437,86.8348,88.9537,86.6316,89.1569,85.3923,96.7318,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0_dev_20260126-140518-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,10.0,86.4364,26.2861,0.6824,85.3133,87.5595,85.0979,87.7749,83.6745,96.159,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.1_dev_20260126-140345-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,10.0,88.0538,24.675,0.6405,86.9995,89.108,86.7973,89.3102,85.5468,96.8666,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.1_dev_20260126-140521-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,30.0,86.9929,25.6768,0.6665,85.8959,88.09,85.6855,88.3004,84.2355,96.6139,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.3_dev_20260126-140349-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,30.0,88.1289,24.7555,0.6426,87.0712,89.1866,86.8683,89.3894,85.6437,96.7318,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.3_dev_20260126-140525-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,50.0,86.83,25.8283,0.6705,85.7265,87.9336,85.5149,88.1452,84.0178,96.5802,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.5_dev_20260126-140352-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,50.0,88.0556,24.8123,0.6441,86.9955,89.1157,86.7922,89.3191,85.6219,96.6981,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.5_dev_20260126-140529-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,70.0,86.5612,26.215,0.6805,85.4411,87.6812,85.2263,87.896,83.7319,96.3106,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.7_dev_20260126-140356-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,70.0,87.5984,25.3546,0.6582,86.5151,88.6816,86.3073,88.8894,85.1074,96.3949,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.7_dev_20260126-140532-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,90.0,85.5508,27.2343,0.707,84.3872,86.7144,84.164,86.9376,82.5397,95.7042,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.9_dev_20260126-140400-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,90.0,86.6901,26.2459,0.6813,85.5687,87.8114,85.3537,88.0265,84.0032,95.8895,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.9_dev_20260126-140536-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,100.0,84.789,27.8503,0.723,83.5991,85.9789,83.3709,86.2072,81.715,95.1988,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-1_dev_20260126-140403-agg.csv
mmarco,100000,5,mono-de-en-de-size,mono,size,de,en,de,EN-DE,DE docs,embed,100.0,85.9266,27.0216,0.7014,84.7721,87.0811,84.5507,87.3026,83.2706,95.3167,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-de-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-1_dev_20260126-140539-agg.csv
mmarco,100000,5,mono-en-en-de-size,mono,size,en,en,de,EN-DE,EN docs,embed,0.0,89.7697,22.5411,0.5851,88.8066,90.7328,88.6219,90.9175,87.4538,97.765,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0_dev_20260126-140335-agg.csv
mmarco,100000,5,mono-en-en-de-size,mono,size,en,en,de,EN-DE,EN docs,embed,0.0,90.6657,21.6202,0.5612,89.742,91.5895,89.5649,91.7666,88.5545,98.102,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0_dev_20260126-140512-agg.csv
mmarco,100000,5,mono-en-en-de-size,mono,size,en,en,de,EN-DE,EN docs,embed,10.0,89.9262,22.4198,0.582,88.9683,90.8841,88.7846,91.0678,87.6334,97.7819,Qwen3-Embedding-4B,vector_mix,,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-4B,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-4B/vector_mix/cm-alpha-0.1_dev_20260126-140340-agg.csv
mmarco,100000,5,mono-en-en-de-size,mono,size,en,en,de,EN-DE,EN docs,embed,10.0,90.7191,21.5804,0.5602,89.7971,91.6411,89.6202,91.818,88.6699,98.102,Qwen3-Embedding-8B,vector_mix,,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-8B,mmarco-100000-mono-en-en-de-size-5bands-Qwen3-Embedding-8B/vector_mix/cm-alpha-0.1_dev_20260126-140516-agg.csv
